;Advertising_num_days;CarName;ID;Price_rub;Seller;Seller_location;Views;Car_age;Gear_box;Parsing date;Autocode_checked;Owners_N;Last_owner_time_years;Warranty_end;Engine_capacity;Engine_hp;Engine_fuel_type;Body_type;Swap_type;Original_car_passport;Wheel_drive_type;run_km;Left_steering;is_metallic_color;Color;Opt_Обивка салона: комбинированный;Opt_Цвет салона: темный;Opt_Тонированные стекла;Opt_Ксеноновые фары;Opt_;"Opt_Легкосплавные диски: 17""";Opt_Иммобилайзер;Opt_Штатная;Opt_Бортовой компьютер;Opt_Датчик дождя;Opt_Датчик света;Opt_Круиз-контроль;Opt_Навигационная система;Opt_Обогрев зеркал;Opt_Омыватель фар;Opt_Центральный замок;Opt_Усилитель руля;Opt_Подогрев руля;Opt_Обогрев сидений;Opt_Количество мест: 5;Opt_Климат: климат-контроль 2-зонный;Opt_Электропривод зеркал;Opt_Стеклоподъемники: электро все;Opt_Сиденье водителя: электро;Opt_Сиденье пассажира: электро ;Opt_Регулировка руля: электро;Opt_Антиблокировочная система (ABS);Opt_Антипробуксовочная система;Opt_Система курсовой устойчивости;Opt_Подушки безопасности: передние и боковые;Opt_Парктроник;Opt_CD;Opt_TV;Opt_Обивка салона: кожа;Opt_Люк на крыше;"Opt_Легкосплавные диски: 16""";Opt_Обратная связь;Opt_Дистанционный запуск двигателя;Opt_Регулировка руля: в одной плоскости;"Opt_Легкосплавные диски: 18""";Opt_Сиденье водителя: с памятью положения;Opt_Регулировка руля: в двух плоскостях;Opt_Цвет салона: светлый;Opt_Подушки безопасности: водителя и пассажира;"Opt_Легкосплавные диски: 12""";Opt_Климат: климат-контроль 1-зонный;Opt_Стеклоподъемники: электро передние;Opt_Сиденье водителя: ручная ;Opt_Сиденье пассажира: ручная ;Opt_Обивка салона: велюр;Opt_Кассетник;Opt_Климат: климат-контроль 3-зонный;Opt_Стеклоподъемники: ручные;Opt_Обивка салона: ткань;Opt_Сиденье пассажира: с памятью положения;Opt_Количество мест: 2;"Opt_Легкосплавные диски: 15""";Opt_Количество мест: 4;"Opt_Легкосплавные диски: 19""";Opt_Сиденье пассажира: ручная по высоте;Opt_Сиденье водителя: ручная по высоте;Opt_Количество мест: 7;Opt_Климат: кондиционер;Opt_Газобаллонное оборудование;"Opt_Легкосплавные диски: 20""";"Opt_Легкосплавные диски: 14""";Opt_Подушки безопасности: водителя;Opt_Количество мест: 6;"Opt_Легкосплавные диски: 13""";"Opt_Легкосплавные диски: 22"""
5281;32.0;Mazda 6 III;1032903977;1565500;СИМ   MAZDA;Москва, ул. Введенского, д. 4 А;149053;0;Автоматическая;2016-04-13;0;not mentioned;1.5833333333333335;2.965153288568554;2.5;192.0;бензин;Седан;Не интересует;1.0;Передний;150.0;1.0;0;Черный;0;1;0;0;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0
5282;71.0;Mazda 6 II;1030274633;580000;person;Москва, Люблино;134818;8;Автоматическая;2016-04-13;0;1;0.3333333333333333;0.0;2.0;147.0;бензин;Седан;Рассмотрю варианты;1.0;Передний;140000.0;1.0;1;Красный;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
5283;5.0;Mazda 6 II;1034894057;695000;person;Москва, прочие адреса;17936;5;Автоматическая;2016-04-13;0;2;1.6666666666666665;0.0;2.0;147.0;бензин;Лифтбек;Не интересует;1.0;Передний;120000.0;1.0;0;Серый;0;1;1;0;0;1;1;1;0;1;0;1;0;1;0;1;1;0;1;1;1;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5284;52.0;Mazda 6 I;1031558937;350000;person;Москва, прочие адреса;3984;10;Механическая;2016-04-13;0;not mentioned;3.0;0.0;1.8;120.0;бензин;Седан;Не интересует;1.0;Передний;148200.0;1.0;0;Синий;0;1;1;0;0;1;0;0;1;0;0;1;0;1;1;1;1;0;1;1;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
5285;21.0;Mazda 6 II;1033692771;659000;person;Москва, по договоренности;201767;6;Автоматическая;2016-04-13;0;1;1.5833333333333335;0.0;2.0;147.0;бензин;Седан;Не интересует;1.0;Передний;77000.0;1.0;1;Белый;1;1;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5286;21.0;Mazda 6 II;1033690657;750000;person;Москва, прочие адреса;87535;5;Автоматическая;2016-04-13;0;not mentioned;3.3333333333333335;0.0;2.5;170.0;бензин;Седан;Не интересует;1.0;Передний;98500.0;1.0;0;Белый;1;1;1;0;0;0;0;0;0;1;1;1;0;1;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5287;46.0;Mazda 6 I;1031949441;438000;person;Москва;175322;10;Автоматическая;2016-04-13;0;not mentioned;1.5833333333333335;0.0;2.3;163.0;бензин;Универсал 5 дв.;Не интересует;1.0;Полный подключаемый;115000.0;1.0;0;Cеребристый;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5288;64.0;Mazda 6 I;1030772815;200000;person;Москва, прочие адреса;6395126;14;Механическая;2016-04-13;0;2;2.0;0.0;2.0;141.0;бензин;Седан;С доплатой покупателя;1.0;Передний;190000.0;1.0;1;Cеребристый;0;1;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
5289;7.0;Mazda 6 I;1034759729;215000;person;Москва;47383;13;Автоматическая;2016-04-13;0;3;1.5833333333333335;0.0;2.0;141.0;бензин;Седан;Не интересует;1.0;Передний;257000.0;0.0;0;Cеребристый;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
5290;26.0;Mazda 6 II;1033324581;495000;person;Москва, прочие адреса;55013;8;Автоматическая;2016-04-13;0;not mentioned;1.5833333333333335;0.0;2.0;147.0;бензин;Седан;Рассмотрю варианты;1.0;Передний;215000.0;1.0;0;Cеребристый;0;1;1;0;1;1;0;1;0;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5291;20.0;Mazda 6 II;1033758459;455000;person;Москва, прочие адреса;59034;9;Механическая;2016-04-13;0;not mentioned;1.5833333333333335;0.0;1.8;120.0;бензин;Седан;С доплатой покупателя;0.0;Передний;188000.0;1.0;0;Черный;0;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5292;46.0;Mazda 6 III;1031946263;1179000;Автосалон;Москва, прочие адреса;28611;1;Автоматическая;2016-04-13;0;1;1.5833333333333335;1.8809421138011047;2.0;150.0;бензин;Седан;Не интересует;1.0;Передний;15000.0;1.0;1;Серый;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
5293;3.0;Mazda 6 III;1035016999;899900;AutoLife;Москва, ул Братеевская, д. 20 корпус 2;170170;2;Механическая;2016-04-13;0;1;1.5833333333333335;0.0;2.0;150.0;бензин;Седан;Не интересует;1.0;Передний;34100.0;1.0;1;Белый;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5294;54.0;Mazda 6 II;1031433077;465000;person;Москва, прочие адреса;85214;8;Механическая;2016-04-13;0;2;0.16666666666666666;0.0;1.8;120.0;бензин;Седан;Не интересует;1.0;Передний;189000.0;1.0;0;Cеребристый;0;0;1;1;0;0;0;0;0;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5295;49.0;Nissan Teana III;1031747625;1080000;person;Москва, прочие адреса;139518;1;Вариатор;2016-04-13;0;1;1.3333333333333333;2.6338665407229445;2.5;173.0;бензин;Седан;Не интересует;1.0;Передний;61000.0;1.0;0;Черный;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
5296;14.0;Nissan Teana II;1034239578;660000;person;Москва, Люблино;1773;8;Вариатор;2016-04-13;0;not mentioned;3.5833333333333335;0.0;3.5;249.0;бензин;Седан;Не интересует;1.0;Передний;170000.0;1.0;1;Черный;0;0;1;1;0;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5297;9.0;Nissan Teana II;1034585313;1077000;person;Тула;12715;3;Вариатор;2016-04-13;0;1;2.1666666666666665;0.8049446600546213;2.5;167.0;бензин;Седан;Не интересует;1.0;Полный;30500.0;1.0;1;Черный;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
5298;52.0;Nissan Teana II;1031559117;915000;person;Москва, прочие адреса;333750;3;Вариатор;2016-04-13;0;1;2.8333333333333335;0.2162946535520921;2.5;182.0;бензин;Седан;Не интересует;1.0;Передний;34557.0;1.0;1;Черный;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5299;32.0;Nissan Teana I;1032862931;479000;other dealer;Москва, прочие адреса;3679;9;Вариатор;2016-04-13;0;not mentioned;1.5833333333333335;0.0;3.5;245.0;бензин;Седан;Не интересует;1.0;Передний;159799.0;1.0;0;Синий;0;0;0;0;0;0;1;1;0;1;1;1;0;1;0;1;1;0;1;0;1;1;0;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5300;223.0;Nissan Teana II;1020723269;630000;person;Калуга;8908;8;Вариатор;2016-04-13;0;3;1.5833333333333335;0.0;2.5;182.0;бензин;Седан;С доплатой покупателя;0.0;Передний;183000.0;1.0;1;Черный;0;0;1;1;0;1;0;0;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5301;38.0;Nissan Teana II;1032483761;650000;person;Москва;5249;8;Вариатор;2016-04-13;0;1;0.8333333333333334;0.0;3.5;249.0;бензин;Седан;Не интересует;1.0;Передний;106000.0;1.0;1;Cеребристый;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5302;3.0;Nissan Teana II;1034988117;740000;other dealer;Москва, прочие адреса;7575;4;Вариатор;2016-04-13;0;1;1.5833333333333335;0.0;2.5;167.0;бензин;Седан;Не интересует;1.0;Полный;52000.0;1.0;1;Черный;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5303;21.0;Nissan Teana III;1033714631;1070000;person;Москва;176380;1;Вариатор;2016-04-13;0;not mentioned;1.0833333333333333;0.0;2.5;173.0;бензин;Седан;Не интересует;1.0;Передний;23000.0;1.0;0;Черный;0;1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
5304;10.0;Nissan Teana II;1034539447;1001000;person;Москва, дмитровское шоссе;2359;3;Вариатор;2016-04-13;0;2;1.5833333333333335;0.6351944256213338;2.5;182.0;бензин;Седан;Не интересует;1.0;Передний;52400.0;1.0;0;Черный;0;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5305;18.0;Nissan Teana III;1033931391;1749000;MAJOR AUTO;Москва, РФ, МО, Новорижское ш., 9км от МКАД;757;1;Вариатор;2016-04-13;0;not mentioned;1.5833333333333335;0.0;3.5;249.0;бензин;Седан;Не интересует;1.0;Передний;16319.469864506395;1.0;0;Черный;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5306;6.0;Nissan Teana II;1034814223;667700;Авто-Эксперт;Москва, Каширское шоссе, д.61, кор. 3А;9210;7;Вариатор;2016-04-13;0;2;1.5833333333333335;0.0;2.5;182.0;бензин;Седан;Не интересует;1.0;Передний;77589.0;1.0;1;Cеребристый;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
5307;9.0;Nissan Teana I;1034581901;450000;person;Москва, Новокосино;15711;9;Автоматическая;2016-04-13;0;not mentioned;1.5833333333333335;0.0;2.0;136.0;бензин;Седан;Не интересует;1.0;Передний;162000.0;1.0;1;Cеребристый;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
5308;3.0;Nissan Teana II;1035052165;850000;Интермарк Авто;Москва, Хорошевское шоссе д.40А стр 2 вход с ул. Полины Осипенко.;3737;4;Вариатор;2016-04-13;1;not mentioned;1.5833333333333335;0.0;2.5;182.0;бензин;Седан;Не интересует;1.0;Передний;85520.0;1.0;0;Черный;0;1;0;1;0;0;0;1;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5309;32.0;Nissan Teana II;1032916681;849000;person;Клин;2456;5;Вариатор;2016-04-13;0;2;4.583333333333333;0.38604488798537956;2.5;182.0;бензин;Седан;Не интересует;1.0;Передний;100000.0;1.0;1;Черный;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5310;21.0;Nissan Teana II;1033712305;750000;person;Москва, прочие адреса;2457;7;Вариатор;2016-04-13;1;1;0.3333333333333333;0.0;2.5;182.0;бензин;Седан;Не интересует;1.0;Передний;66100.0;1.0;1;Фиолетовый;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
5311;11.0;Nissan Teana II;1034446944;660000;person;Москва;45020;6;Вариатор;2016-04-13;0;2;1.5833333333333335;0.0;2.5;182.0;бензин;Седан;Не интересует;1.0;Передний;87000.0;1.0;1;Пурпурный;0;0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5312;3.0;Nissan Teana II;1034990615;580000;Мир-Авто на Домодедовской;Москва, Каширское шоссе, д. 67, стр. 5 (м. Домодедовская);4141;7;Вариатор;2016-04-13;0;1;1.5833333333333335;0.0;2.5;182.0;бензин;Седан;Не интересует;1.0;Передний;81203.0;1.0;1;Черный;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
5313;4.0;Nissan Teana III;1034967871;830000;person;Москва;426208;1;Вариатор;2016-04-13;0;not mentioned;1.5833333333333335;0.0;2.5;173.0;бензин;Седан;Не интересует;1.0;Передний;1000.0;1.0;0;Коричневый;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5314;33.0;Nissan Teana II;1032841339;620000;person;Москва;5978;8;Вариатор;2016-04-13;0;1;0.5833333333333334;0.0;2.5;182.0;бензин;Седан;Не интересует;1.0;Передний;128000.0;1.0;1;Серый;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5315;4.0;Nissan Teana II;1034983189;710000;person;Москва, москва;199153;5;Вариатор;2016-04-13;0;3;4.333333333333333;0.0;2.5;182.0;бензин;Седан;Рассмотрю варианты;1.0;Передний;101000.0;1.0;1;Черный;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5316;48.0;Nissan Teana I;1031808829;415000;person;Видное;123914;9;Автоматическая;2016-04-13;0;2;1.4166666666666667;0.0;2.3;173.0;бензин;Седан;Рассмотрю варианты;1.0;Передний;116000.0;1.0;1;Черный;0;1;0;1;0;0;0;1;1;0;1;1;0;1;1;1;1;0;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5317;16.0;Nissan Teana I;1034077469;510000;person;Москва, Новогиреево;44229;9;Автоматическая;2016-04-13;0;not mentioned;1.5833333333333335;0.0;3.5;245.0;бензин;Седан;Рассмотрю варианты;1.0;Передний;190000.0;1.0;1;Черный;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5318;23.0;Nissan Teana II;1033561383;730000;person;Москва;1086;6;Вариатор;2016-04-13;0;1;1.6666666666666665;0.0;2.5;182.0;бензин;Седан;Не интересует;1.0;Передний;93000.0;1.0;0;Cеребристый;0;1;1;1;0;1;0;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5319;344.0;Nissan Teana III;1013902261;951000;person;Москва, прочие адреса;80453;2;Вариатор;2016-04-13;0;2;1.5833333333333335;0.0;2.5;175.0;бензин;Седан;Не интересует;1.0;Передний;30000.0;1.0;0;Белый;1;1;1;0;0;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
5320;3.0;Nissan Teana III;1035047193;803000;person;Москва;212212;1;Вариатор;2016-04-13;0;not mentioned;1.5833333333333335;0.0;2.5;173.0;бензин;Седан;Не интересует;1.0;Передний;251.0;1.0;1;Черный;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5321;6.0;Nissan Teana II;1034807103;720000;other dealer;Москва, прочие адреса;11825;5;Вариатор;2016-04-13;0;1;1.5833333333333335;0.0;2.5;182.0;бензин;Седан;Не интересует;1.0;Передний;69000.0;1.0;0;Фиолетовый;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5322;54.0;Nissan Teana II;1031431747;900000;person;Москва, прочие адреса;37718;4;Вариатор;2016-04-13;0;2;1.5833333333333335;0.0;2.5;182.0;бензин;Седан;Не интересует;1.0;Передний;47000.0;1.0;0;Черный;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5323;43.0;Nissan Teana II;1032182773;865000;person;Ступино;21813;3;Вариатор;2016-04-13;0;2;1.5833333333333335;0.0;2.5;182.0;бензин;Седан;Не интересует;1.0;Передний;38000.0;1.0;0;Черный;0;1;1;0;0;0;0;1;1;0;1;1;0;0;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5324;3.0;Nissan Teana II;1035051403;620000;person;Москва, прочие адреса;5353;8;Вариатор;2016-04-13;0;2;0.9166666666666666;9.719569874809203;2.5;182.0;бензин;Седан;Не интересует;1.0;Передний;110745.0;1.0;0;Черный;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5325;42.0;Nissan Teana II;1032232545;680000;person;Москва, прочие адреса;4585;8;Вариатор;2016-04-13;0;2;1.1666666666666667;0.0;3.5;249.0;бензин;Седан;Не интересует;1.0;Передний;98000.0;1.0;0;Синий;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5326;39.0;Nissan Teana II;1032443331;650000;person;Москва, прочие адреса;23114;6;Вариатор;2016-04-13;0;not mentioned;1.5833333333333335;0.0;2.5;182.0;бензин;Седан;Не интересует;1.0;Передний;81500.0;1.0;0;Черный;0;1;1;0;0;0;1;0;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5327;3.0;Nissan Teana II;1035053691;565000;Премьер Авто;Москва, м. Домодедовская, пересечение Каширского шоссе и 24 км МКАД, владение 1, ТЦ VEGAS;8686;7;Вариатор;2016-04-13;0;1;1.5833333333333335;0.0;3.5;249.0;бензин;Седан;Не интересует;1.0;Передний;81000.0;1.0;1;Серый;0;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5328;59.0;Nissan Teana II;1031099423;650000;person;Клин;3456;8;Вариатор;2016-04-13;0;not mentioned;1.5833333333333335;0.0;3.5;249.0;бензин;Седан;Не интересует;1.0;Передний;124999.0;1.0;1;Серый;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
